subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 17 0.15 first first 17 1 294 -8 -6.89 0.559997797012329 0.2 1 1
lala 13 0.0375 first second 6 1 295 8 5.9175 0.319998025894165 -0.2 0 -1
lala 18 0.0375 first first 18 1 296 -6.6 -6.21225 0.299998044967651 0.2 0 1
lala 19 0.075 second second 18 1 297 -6.6 -6.13725 0.279998064041138 0.2 0 1
lala 14 0.0375 second second 0 1 298 -8 -5.242501 0.539997816085815 -0.2 0 1
lala 14 0.15 second first 8 1 299 -8 -5.280001 0.199998140335083 0 0 -1
lala 16 0.01875 first second 15 1 300 8 5.183752 0.479997873306274 0 1 -1
lala 15 0.01875 first second 0 1 301 -8 -5.223751 0.679997682571411 -0.2 0 -1
lala 11 0.0375 first second 2 1 302 -6.6 -4.6935 0.359997987747192 -0.2 0 -1
lala 7 0.6 first second 13 1 303 6.6 3.378 0.299998044967651 0 1 -1
lala 14 0.01875 first second 6 1 304 8 5.936251 1.87999677658081 -0.2 0 -1
lala 20 0.01875 first first 20 1 305 6.6 4.9185 0.199998140335083 0.2 0 1
lala 12 0.075 second second 10 1 306 -6.6 -4.880999 0.39999794960022 0 0 1
lala 8 1.2 first second 16 1 307 -8 -5.280001 0.859997510910034 0.2 0 -1
lala 9 1.2 second second 16 1 308 -8 -6.48 0.539997816085815 0.2 0 1
lala 12 0.0375 first first 2 1 309 -6.6 -4.731 1.45999693870544 -0.2 0 1
lala 10 0.3 first second 14 1 310 8 4.080001 0.379997968673706 0 0 -1
lala 10 0.6 first first 23 1 311 8 5.240001 1.69999694824219 0.2 1 1
lala 11 1.2 first second 23 1 312 8 4.040001 0.359997987747192 0.2 1 -1
lala 12 0.3 second second 11 1 313 -6.6 -4.878 0.379997968673706 0 1 1
lala 13 0.3 first second 11 1 314 -6.6 -4.578 0.479997873306274 0 1 -1
lala 14 0.15 second second 11 1 315 -6.6 -4.728 1.59999680519104 0 1 1
lala 13 0.075 first first 9 1 316 -8 -5.690001 0.659997701644897 0 1 1
