subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 16 0.01875 first first 3 1 308 -6.6 -6.790499 2.51999616622925 -0.25 1 1
lala 14 2.4 first second 4 1 309 6.6 -0.4440002 1.7199969291687 -0.25 0 -1
lala 12 0.01875 first second 20 1 310 6.6 6.587249 0.61999773979187 0.25 0 -1
lala 14 0.15 second first 5 1 311 6.6 3.828 1.77999687194824 -0.25 1 -1
lala 19 0.075 second first 15 1 312 8 4.940001 1.05999732017517 0 1 -1
lala 18 0.15 second first 0 1 313 -8 -4.530001 -2.40000009536743 -0.25 0 -1
lala 16 0.009375 second second 1 1 314 -8 -9.805626 -2.40000009536743 -0.25 1 1
lala 15 0.15 first second 5 1 315 6.6 3.978 1.11999726295471 -0.25 1 -1
lala 15 0.15 first second 21 1 316 6.6 5.328001 0.979997396469116 0.25 1 -1
lala 17 1.2 first second 19 1 317 -6.6 -2.178 2.09999656677246 0.25 1 -1
